CustomerID,Age,Annual Income (k$),Spending Score (1-100),Gender
4737,68,126,53,Female
4738,36,60,19,Female
4739,62,111,53,Female
4740,24,66,85,Male
4741,64,88,17,Female
4742,24,55,46,Male
4743,43,91,85,Female
4744,57,145,53,Male
4745,22,128,64,Female
4746,38,66,45,Female
4747,31,101,49,Female
4748,21,123,19,Male
4749,40,83,71,Male
4750,59,134,81,Female
4751,37,81,65,Male
4752,32,75,37,Male
4753,67,85,70,Male
4754,69,44,26,Female
4755,62,110,2,Female
4756,46,70,59,Female
4757,25,67,96,Male
4758,58,21,5,Female
4759,65,111,37,Male
4760,36,127,31,Male
4761,65,139,76,Female
4762,56,146,99,Female
4763,63,135,94,Female
4764,45,52,48,Male
4765,63,136,6,Male
4766,44,40,15,Female
4767,21,143,15,Male
4768,32,18,61,Female
4769,52,53,16,Female
4770,54,68,20,Female
4771,18,47,77,Female
4772,20,34,44,Female
4773,64,30,42,Female
4774,41,141,46,Male
4775,44,101,95,Male
4776,57,96,34,Female
4777,53,76,64,Female
4778,51,45,29,Male
4779,46,56,3,Male
4780,41,26,9,Female
4781,41,79,75,Female
4782,59,87,75,Male
4783,21,145,25,Female
4784,20,129,86,Male
4785,51,120,42,Female
4786,66,30,46,Male
4787,40,92,73,Female
4788,70,139,84,Female
4789,69,145,59,Female
4790,40,144,21,Male
4791,62,126,74,Female
4792,22,141,22,Male
4793,48,35,29,Male
4794,70,103,63,Male
4795,58,61,73,Male
4796,23,99,61,Female
4797,54,142,64,Female
4798,27,86,69,Female
4799,57,56,40,Male
4800,24,23,75,Female
4801,56,39,1,Male
4802,55,16,65,Male
4803,38,33,62,Male
4804,37,34,54,Female
4805,20,84,60,Male
4806,68,31,46,Female
4807,39,138,5,Female
4808,64,103,22,Female
4809,21,108,90,Male
4810,45,98,53,Female
4811,29,145,70,Male
4812,55,101,32,Male
4813,68,65,11,Male
4814,53,96,10,Male
4815,64,22,39,Female
4816,58,135,98,Female
4817,22,18,31,Female
4818,30,100,12,Female
4819,40,142,80,Male
4820,67,124,38,Male
4821,47,113,67,Male
4822,54,51,66,Male
4823,42,85,52,Female
4824,65,47,5,Female
4825,44,45,11,Male
4826,68,139,25,Male
4827,31,26,35,Male
4828,65,25,35,Male
4829,64,102,22,Female
4830,53,86,37,Male
4831,56,46,86,Female
4832,33,71,55,Female
4833,39,100,75,Male
4834,38,33,96,Male
4835,38,130,99,Female
4836,25,28,95,Female
4837,66,47,72,Male
4838,33,24,64,Female
4839,48,94,20,Male
4840,59,78,98,Male
4841,27,82,4,Female
4842,49,106,18,Female
4843,51,139,51,Male
4844,26,94,68,Male
4845,34,73,20,Female
4846,28,111,9,Female
4847,49,33,80,Female
4848,27,36,26,Female
4849,39,23,25,Male
4850,34,23,68,Male
4851,21,41,41,Male
4852,65,31,59,Female
4853,69,59,45,Female
4854,64,22,41,Male
4855,42,139,38,Female
4856,38,137,19,Female
4857,54,47,14,Female
4858,55,15,21,Female
4859,66,20,15,Female
4860,18,55,3,Female
4861,42,19,37,Male
4862,68,94,46,Male
4863,53,32,16,Male
4864,34,96,14,Male
4865,58,79,9,Female
4866,41,97,7,Male
4867,19,150,14,Male
4868,57,145,6,Male
4869,32,39,85,Male
4870,49,83,15,Female
4871,56,96,52,Female
4872,23,131,72,Male
4873,18,109,34,Male
4874,64,47,1,Female
4875,40,125,96,Female
4876,56,139,69,Male
4877,34,30,94,Female
4878,51,94,86,Female
4879,58,52,20,Male
4880,46,149,80,Female
4881,26,92,7,Male
4882,30,77,7,Male
4883,23,126,50,Female
4884,23,103,2,Female
4885,37,52,47,Female
4886,69,66,14,Female
4887,70,43,31,Female
4888,20,90,50,Female
4889,34,78,61,Male
4890,66,105,41,Female
4891,29,103,14,Male
4892,65,27,5,Female
4893,64,86,75,Female
4894,62,19,5,Female
4895,18,26,64,Female
4896,34,17,29,Female
4897,20,47,75,Male
4898,43,135,5,Male
4899,32,64,96,Male
4900,53,43,36,Female
4901,49,53,79,Female
4902,49,105,19,Female
4903,21,114,64,Male
4904,35,31,22,Male
4905,66,70,34,Female
4906,36,60,56,Male
4907,60,81,17,Female
4908,69,81,76,Female
4909,52,37,89,Male
4910,57,108,56,Male
4911,31,68,17,Male
4912,50,91,74,Male
4913,31,30,92,Female
4914,51,55,82,Female
4915,21,112,18,Male
4916,41,142,45,Male
4917,46,75,96,Male
4918,36,100,78,Male
4919,23,132,56,Female
4920,50,114,80,Female
4921,66,63,50,Female
4922,57,16,58,Female
4923,36,134,18,Female
4924,70,137,80,Female
4925,18,100,81,Female
4926,22,91,7,Male
4927,44,150,76,Female
4928,33,73,98,Male
4929,23,26,10,Male
4930,57,18,69,Male
4931,30,131,85,Female
4932,65,109,3,Female
4933,52,139,83,Female
4934,36,55,44,Female
4935,29,137,99,Male
4936,33,21,70,Female
4937,60,83,14,Male
4938,27,83,4,Female
4939,42,95,18,Female
4940,37,44,93,Male
4941,48,87,99,Male
4942,21,20,52,Male
4943,61,103,38,Female
4944,40,80,80,Female
4945,19,24,20,Male
4946,39,51,88,Female
4947,68,91,99,Male
4948,54,91,44,Female
4949,25,46,51,Male
4950,24,61,19,Male
4951,31,124,68,Female
4952,20,134,97,Male
4953,67,24,66,Female
4954,33,111,13,Female
4955,36,19,62,Male
4956,68,91,61,Male
4957,35,15,30,Female
4958,69,145,98,Female
4959,33,81,30,Male
4960,25,29,51,Male
4961,50,107,88,Male
4962,66,44,48,Female
4963,29,117,33,Female
4964,70,96,74,Female
4965,28,89,82,Male
4966,22,74,19,Male
4967,44,54,71,Female
4968,29,88,57,Female
4969,34,135,19,Male
4970,23,17,88,Female
4971,50,50,79,Male
4972,22,57,41,Male
4973,45,129,42,Male
4974,31,123,87,Female
4975,22,104,52,Female
4976,50,98,4,Male
4977,67,91,4,Male
4978,65,19,5,Female
4979,58,92,41,Male
4980,36,105,87,Female
4981,39,101,61,Female
4982,22,28,75,Female
4983,19,118,55,Male
4984,47,97,75,Male
4985,64,68,13,Male
4986,56,146,14,Male
4987,21,109,60,Female
4988,50,23,72,Male
4989,30,67,25,Female
4990,37,91,82,Male
4991,24,74,44,Male
4992,32,60,82,Male
4993,40,68,10,Male
4994,31,88,71,Male
4995,40,126,50,Female
4996,36,109,44,Male
4997,46,37,14,Male
4998,37,41,15,Male
4999,46,84,16,Male
5000,41,123,2,Male
